Location,Category,Quantity,Month,city,sales,Distributor,country,state,Latitude_D,Longitude_D,Manufacturing_Plant,Latitude,Longitude
West,Antibiotic,2900,2023-11,Bangalore,348000,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Antibiotic,2300,2024-11,Bangalore,276000,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
West,Antibiotic,1500,2024-09,Bangalore,180000,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Antibiotic,500,2024-02,Bangalore,60000,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
West,Antibiotic,2900,2023-03,Bangalore,348000,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Antibiotic,1900,2024-03,Bangalore,228000,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
West,Antibiotic,6413,2024-04,Bangalore,769560,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
West,Antibiotic,2300,2023-05,Bangalore,276000,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Antibiotic,1500,2024-06,Bangalore,180000,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
West,Antibiotic,2331,2024-07,Bangalore,279720,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
West,Antibiotic,500,2023-08,Bangalore,60000,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
West,Antibiotic,2900,2023-12,Bangalore,348000,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
West,Antibiotic,1400,2024-09,Bangalore,168000,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
West,Antibiotic,2900,2023-10,Bangalore,348000,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Antibiotic,2300,2024-11,Bangalore,276000,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
West,Antibiotic,1500,2023-06,Bangalore,180000,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Antibiotic,6413,2023-04,Bangalore,769560,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Allergy,5352,2024-01,Bangalore,428160,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
East,Allergy,5343,2024-01,Bangalore,427440,D,India,KA,12.935,77.6101,MP1,12.925453,77.546761
East,Allergy,4231,2024-02,Bangalore,338480,D,India,KA,12.935,77.6101,MP1,12.925453,77.546761
West,Allergy,5234,2024-02,Bangalore,418720,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
East,Allergy,3442,2024-01,Bangalore,275360,D,India,KA,12.935,77.6101,MP2,12.98005,77.67971
West,Allergy,634,2024-07,Bangalore,50720,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
West,Allergy,2314,2024-01,Bangalore,185120,K,India,KA,12.9506,77.6445,MP2,12.98005,77.67971
West,Allergy,6413,2024-01,Bangalore,769560,H,India,KA,12.971891,77.641151,MP2,12.98005,77.67971
West,Allergy,4432,2024-02,Bangalore,354560,K,India,KA,12.9506,77.6445,MP2,12.98005,77.67971
West,Allergy,4244,2024-03,Bangalore,339520,K,India,KA,12.9506,77.6445,MP2,12.98005,77.67971
West,Allergy,4241,2024-04,Bangalore,339280,K,India,KA,12.9506,77.6445,MP2,12.98005,77.67971
West,Allergy,5343,2024-01,Bangalore,427440,K,India,KA,12.9506,77.6445,MP1,12.925453,77.546761
West,Allergy,2341,2024-02,Bangalore,187280,K,India,KA,12.9506,77.6445,MP1,12.925453,77.546761
West,Allergy,3442,2024-05,Bangalore,275360,K,India,KA,12.9506,77.6445,MP2,12.98005,77.67971
West,Allergy,3441,2024-03,Bangalore,275280,K,India,KA,12.9506,77.6445,MP1,12.925453,77.546761
West,Allergy,5234,2024-04,Bangalore,418720,K,India,KA,12.9506,77.6445,MP1,12.925453,77.546761
West,Allergy,3523,2024-06,Bangalore,281840,K,India,KA,12.9506,77.6445,MP2,12.98005,77.67971
West,Allergy,4231,2024-05,Bangalore,338480,K,India,KA,12.9506,77.6445,MP1,12.925453,77.546761
West,Allergy,5352,2024-08,Bangalore,428160,K,India,KA,12.9506,77.6445,MP2,12.98005,77.67971
West,Allergy,3462,2024-06,Bangalore,276960,K,India,KA,12.9506,77.6445,MP1,12.925453,77.546761
West,Allergy,634,2024-10,Bangalore,50720,K,India,KA,12.9506,77.6445,MP2,12.98005,77.67971
West,Allergy,5341,2024-07,Bangalore,427280,K,India,KA,12.9506,77.6445,MP1,12.925453,77.546761
West,Allergy,4632,2024-08,Bangalore,370560,K,India,KA,12.9506,77.6445,MP1,12.925453,77.546761
West,Allergy,6363,2024-09,Bangalore,509040,K,India,KA,12.9506,77.6445,MP2,12.98005,77.67971
West,Allergy,5476,2024-11,Bangalore,438080,K,India,KA,12.9506,77.6445,MP2,12.98005,77.67971
East,Allergy,5343,2024-03,Bangalore,427440,D,India,KA,12.935,77.6101,MP1,12.925453,77.546761
East,Allergy,5352,2024-04,Bangalore,428160,D,India,KA,12.935,77.6101,MP1,12.925453,77.546761
East,Allergy,634,2024-02,Bangalore,50720,D,India,KA,12.935,77.6101,MP2,12.98005,77.67971
East,Allergy,3441,2024-05,Bangalore,275280,D,India,KA,12.935,77.6101,MP1,12.925453,77.546761
East,Allergy,5234,2024-06,Bangalore,418720,D,India,KA,12.935,77.6101,MP1,12.925453,77.546761
East,Allergy,5343,2024-04,Bangalore,427440,D,India,KA,12.935,77.6101,MP2,12.98005,77.67971
East,Allergy,4231,2024-07,Bangalore,338480,D,India,KA,12.935,77.6101,MP1,12.925453,77.546761
East,Allergy,5352,2024-05,Bangalore,428160,D,India,KA,12.935,77.6101,MP2,12.98005,77.67971
East,Allergy,3462,2024-08,Bangalore,276960,D,India,KA,12.935,77.6101,MP1,12.925453,77.546761
East,Allergy,634,2024-06,Bangalore,50720,D,India,KA,12.935,77.6101,MP2,12.98005,77.67971
East,Allergy,5341,2024-09,Bangalore,427280,D,India,KA,12.935,77.6101,MP1,12.925453,77.546761
East,Allergy,4632,2024-10,Bangalore,370560,D,India,KA,12.935,77.6101,MP1,12.925453,77.546761
East,Allergy,5341,2024-12,Bangalore,427280,D,India,KA,12.935,77.6101,MP1,12.925453,77.546761
East,Allergy,5476,2024-07,Bangalore,438080,D,India,KA,12.935,77.6101,MP2,12.98005,77.67971
East,Allergy,3442,2024-01,Bangalore,275360,A,India,KA,12.9716,77.5946,MP2,12.98005,77.67971
East,Allergy,5343,2024-01,Bangalore,427440,A,India,KA,12.9716,77.5946,MP1,12.925453,77.546761
East,Allergy,5352,2024-02,Bangalore,428160,A,India,KA,12.9716,77.5946,MP1,12.925453,77.546761
East,Allergy,634,2024-02,Bangalore,50720,A,India,KA,12.9716,77.5946,MP2,12.98005,77.67971
East,Allergy,3441,2024-03,Bangalore,275280,A,India,KA,12.9716,77.5946,MP1,12.925453,77.546761
East,Allergy,5234,2024-04,Bangalore,418720,A,India,KA,12.9716,77.5946,MP1,12.925453,77.546761
East,Allergy,5343,2024-03,Bangalore,427440,A,India,KA,12.9716,77.5946,MP2,12.98005,77.67971
East,Allergy,4231,2024-05,Bangalore,338480,A,India,KA,12.9716,77.5946,MP1,12.925453,77.546761
East,Allergy,5352,2024-04,Bangalore,428160,A,India,KA,12.9716,77.5946,MP2,12.98005,77.67971
East,Allergy,3462,2024-06,Bangalore,276960,A,India,KA,12.9716,77.5946,MP1,12.925453,77.546761
East,Allergy,634,2024-05,Bangalore,50720,A,India,KA,12.9716,77.5946,MP2,12.98005,77.67971
East,Allergy,5341,2024-07,Bangalore,427280,A,India,KA,12.9716,77.5946,MP1,12.925453,77.546761
East,Allergy,4632,2024-08,Bangalore,370560,A,India,KA,12.9716,77.5946,MP1,12.925453,77.546761
East,Allergy,5476,2024-08,Bangalore,438080,D,India,KA,12.935,77.6101,MP2,12.98005,77.67971
South,Allergy,3442,2024-01,Bangalore,275360,B,India,KA,12.9279,77.6271,MP2,12.98005,77.67971
South,Allergy,5343,2024-01,Bangalore,427440,B,India,KA,12.9279,77.6271,MP1,12.925453,77.546761
South,Allergy,5352,2024-02,Bangalore,428160,B,India,KA,12.9279,77.6271,MP1,12.925453,77.546761
South,Allergy,634,2024-02,Bangalore,50720,B,India,KA,12.9279,77.6271,MP2,12.98005,77.67971
South,Allergy,3441,2024-03,Bangalore,275280,B,India,KA,12.9279,77.6271,MP1,12.925453,77.546761
South,Allergy,5234,2024-04,Bangalore,418720,B,India,KA,12.9279,77.6271,MP1,12.925453,77.546761
South,Allergy,5343,2024-03,Bangalore,427440,B,India,KA,12.9279,77.6271,MP2,12.98005,77.67971
South,Allergy,4231,2024-05,Bangalore,338480,B,India,KA,12.9279,77.6271,MP1,12.925453,77.546761
South,Allergy,5352,2024-04,Bangalore,428160,B,India,KA,12.9279,77.6271,MP2,12.98005,77.67971
South,Allergy,3462,2024-06,Bangalore,276960,B,India,KA,12.9279,77.6271,MP1,12.925453,77.546761
South,Allergy,634,2024-05,Bangalore,50720,B,India,KA,12.9279,77.6271,MP2,12.98005,77.67971
South,Allergy,5341,2024-07,Bangalore,427280,B,India,KA,12.9279,77.6271,MP1,12.925453,77.546761
South,Allergy,4632,2024-08,Bangalore,370560,B,India,KA,12.9279,77.6271,MP1,12.925453,77.546761
West,Allergy,3442,2024-04,Bangalore,275360,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
West,Allergy,5343,2024-01,Bangalore,427440,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Allergy,5352,2024-02,Bangalore,428160,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Allergy,5343,2024-05,Bangalore,427440,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
West,Allergy,3441,2024-03,Bangalore,275280,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Allergy,5234,2024-04,Bangalore,418720,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Allergy,5343,2024-06,Bangalore,427440,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
West,Allergy,4231,2024-05,Bangalore,338480,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Allergy,5352,2024-08,Bangalore,428160,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
West,Allergy,3441,2024-06,Bangalore,275280,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Allergy,634,2024-09,Bangalore,50720,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
West,Allergy,5343,2024-01,Bangalore,427440,H,India,KA,12.971891,77.641151,MP1,12.925453,77.546761
West,Allergy,5352,2024-02,Bangalore,428160,H,India,KA,12.971891,77.641151,MP1,12.925453,77.546761
West,Allergy,634,2024-02,Bangalore,50720,H,India,KA,12.971891,77.641151,MP2,12.98005,77.67971
West,Allergy,3441,2024-03,Bangalore,275280,H,India,KA,12.971891,77.641151,MP1,12.925453,77.546761
West,Allergy,5234,2024-04,Bangalore,418720,H,India,KA,12.971891,77.641151,MP1,12.925453,77.546761
West,Allergy,5343,2024-03,Bangalore,427440,H,India,KA,12.971891,77.641151,MP2,12.98005,77.67971
West,Allergy,4231,2024-05,Bangalore,338480,H,India,KA,12.971891,77.641151,MP1,12.925453,77.546761
West,Allergy,5352,2024-04,Bangalore,428160,H,India,KA,12.971891,77.641151,MP2,12.98005,77.67971
West,Allergy,3462,2024-06,Bangalore,276960,H,India,KA,12.971891,77.641151,MP1,12.925453,77.546761
West,Allergy,634,2024-05,Bangalore,50720,H,India,KA,12.971891,77.641151,MP2,12.98005,77.67971
West,Allergy,5341,2024-07,Bangalore,427280,H,India,KA,12.971891,77.641151,MP1,12.925453,77.546761
West,Allergy,4632,2024-08,Bangalore,370560,H,India,KA,12.971891,77.641151,MP1,12.925453,77.546761
West,Allergy,4231,2023-08,Bangalore,338480,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Allergy,3441,2023-10,Bangalore,275280,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Allergy,5343,2024-07,Bangalore,427440,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Allergy,5352,2024-08,Bangalore,428160,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
East,Painkiller,2341,2024-01,Bangalore,234100,K,India,KA,12.9506,77.6445,MP2,12.98005,77.67971
East,Painkiller,4453,2024-1,Bangalore,445300,A,India,KA,12.9716,77.5946,MP1,12.925453,77.546761
South,Painkiller,2342,2024-01,Bangalore,234200,B,India,KA,12.9279,77.6271,MP1,12.925453,77.546761
West,Painkiller,2331,2023-08,Bangalore,233100,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
North,Painkiller,1423,2024-01,Bangalore,142300,D,India,KA,12.935,77.6101,MP2,12.98005,77.67971
South,Painkiller,1234,2024-01,Bangalore,123400,B,India,KA,12.9279,77.6271,MP2,12.98005,77.67971
East,Painkiller,3900,2024-02,Bangalore,390000,A,India,KA,12.9716,77.5946,MP1,12.925453,77.546761
East,Painkiller,2555,2024-01,Bangalore,255500,A,India,KA,12.9716,77.5946,MP2,12.98005,77.67971
North,Painkiller,2342,2024-01,Bangalore,234200,D,India,MH,12.935,77.6101,MP1,12.925453,77.546761
North,Painkiller,1234,2024-02,Bangalore,123400,D,India,MH,12.935,77.6101,MP2,12.98005,77.67971
East,Painkiller,3355,2024-02,Bangalore,335500,K,India,KA,12.9506,77.6445,MP2,12.98005,77.67971
South,Painkiller,3355,2024-02,Bangalore,335500,B,India,KA,12.9279,77.6271,MP1,12.925453,77.546761
South,Painkiller,5356,2023-01,Bangalore,535600,B,India,KA,12.9279,77.6271,MP2,12.98005,77.67971
South,Painkiller,2345,2024-03,Bangalore,234500,B,India,KA,12.9279,77.6271,MP1,12.925453,77.546761
South,Painkiller,4666,2024-02,Bangalore,466600,B,India,KA,12.9279,77.6271,MP2,12.98005,77.67971
South,Painkiller,3124,2024-03,Bangalore,312400,B,India,KA,12.9279,77.6271,MP2,12.98005,77.67971
South,Painkiller,4325,2024-04,Bangalore,432500,B,India,KA,12.9279,77.6271,MP1,12.925453,77.546761
South,Painkiller,4255,2024-04,Bangalore,425500,B,India,KA,12.9279,77.6271,MP2,12.98005,77.67971
South,Painkiller,5463,2024-05,Bangalore,546300,B,India,KA,12.9279,77.6271,MP1,12.925453,77.546761
South,Painkiller,2341,2024-05,Bangalore,234100,B,India,KA,12.9279,77.6271,MP2,12.98005,77.67971
South,Painkiller,4453,2024-06,Bangalore,445300,B,India,KA,12.9279,77.6271,MP1,12.925453,77.546761
South,Painkiller,3253,2024-08,Bangalore,325300,B,India,KA,12.9279,77.6271,MP1,12.925453,77.546761
South,Painkiller,1423,2024-07,Bangalore,142300,B,India,KA,12.9279,77.6271,MP1,12.925453,77.546761
South,Painkiller,6413,2024-06,Bangalore,641300,B,India,KA,12.9279,77.6271,MP2,12.98005,77.67971
South,Painkiller,5325,2024-07,Bangalore,532500,B,India,KA,12.9279,77.6271,MP2,12.98005,77.67971
South,Painkiller,2331,2024-08,Bangalore,233100,B,India,KA,12.9279,77.6271,MP2,12.98005,77.67971
East,Painkiller,3124,2024-03,Bangalore,312400,A,India,KA,12.9716,77.5946,MP1,12.925453,77.546761
East,Painkiller,4325,2024-2,Bangalore,432500,A,India,KA,12.9716,77.5946,MP2,12.98005,77.67971
East,Painkiller,4453,2024-04,Bangalore,445300,A,India,KA,12.9716,77.5946,MP1,12.925453,77.546761
East,Painkiller,4325,2024-3,Bangalore,432500,A,India,KA,12.9716,77.5946,MP2,12.98005,77.67971
East,Painkiller,4453,2024-05,Bangalore,445300,A,India,KA,12.9716,77.5946,MP1,12.925453,77.546761
East,Painkiller,3900,2024-06,Bangalore,390000,A,India,KA,12.9716,77.5946,MP1,12.925453,77.546761
East,Painkiller,2555,2024-04,Bangalore,255500,A,India,KA,12.9716,77.5946,MP2,12.98005,77.67971
West,Painkiller,5356,2024-01,Bangalore,535600,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
West,Painkiller,2345,2024-02,Bangalore,234500,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
West,Painkiller,4666,2024-03,Bangalore,466600,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
West,Painkiller,3124,2024-04,Bangalore,312400,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
West,Painkiller,4325,2024-05,Bangalore,432500,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
West,Painkiller,4255,2024-01,Bangalore,425500,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Painkiller,5463,2024-06,Bangalore,546300,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
West,Painkiller,2341,2024-07,Bangalore,234100,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
West,Painkiller,4453,2024-08,Bangalore,445300,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
West,Painkiller,1423,2024-02,Bangalore,142300,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Painkiller,5325,2024-03,Bangalore,532500,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
North,Painkiller,3900,2024-03,Bangalore,390000,D,India,KA,12.935,77.6101,MP2,12.98005,77.67971
North,Painkiller,2555,2024-02,Bangalore,255500,D,India,KA,12.935,77.6101,MP1,12.925453,77.546761
North,Painkiller,2342,2024-04,Bangalore,234200,D,India,MH,12.935,77.6101,MP2,12.98005,77.67971
North,Painkiller,1234,2024-05,Bangalore,123400,D,India,KA,12.935,77.6101,MP2,12.98005,77.67971
North,Painkiller,3355,2024-03,Bangalore,335500,D,India,KA,12.935,77.6101,MP1,12.925453,77.546761
North,Painkiller,5356,2024-06,Bangalore,535600,D,India,MH,12.935,77.6101,MP2,12.98005,77.67971
North,Painkiller,2345,2024-07,Bangalore,234500,D,India,KA,12.935,77.6101,MP2,12.98005,77.67971
North,Painkiller,4666,2024-04,Bangalore,466600,D,India,MH,12.935,77.6101,MP1,12.925453,77.546761
North,Painkiller,3124,2024-08,Bangalore,312400,D,India,KA,12.935,77.6101,MP2,12.98005,77.67971
North,Painkiller,4255,2024-05,Bangalore,425500,D,India,MH,12.935,77.6101,MP1,12.925453,77.546761
East,Painkiller,5356,2024-01,Bangalore,535600,K,India,KA,12.9506,77.6445,MP1,12.925453,77.546761
East,Painkiller,3124,2024-02,Bangalore,312400,K,India,KA,12.9506,77.6445,MP1,12.925453,77.546761
East,Painkiller,4325,2024-03,Bangalore,432500,K,India,KA,12.9506,77.6445,MP2,12.98005,77.67971
East,Painkiller,4453,2024-03,Bangalore,445300,K,India,KA,12.9506,77.6445,MP1,12.925453,77.546761
East,Painkiller,3900,2024-04,Bangalore,390000,K,India,KA,12.9506,77.6445,MP1,12.925453,77.546761
East,Painkiller,2555,2024-04,Bangalore,255500,K,India,KA,12.9506,77.6445,MP2,12.98005,77.67971
East,Painkiller,3124,2024-05,Bangalore,312400,K,India,KA,12.9506,77.6445,MP1,12.925453,77.546761
East,Painkiller,4325,2024-05,Bangalore,432500,K,India,KA,12.9506,77.6445,MP2,12.98005,77.67971
East,Painkiller,4453,2024-06,Bangalore,445300,K,India,KA,12.9506,77.6445,MP1,12.925453,77.546761
East,Painkiller,4325,2024-06,Bangalore,432500,K,India,KA,12.9506,77.6445,MP2,12.98005,77.67971
East,Painkiller,4453,2024-07,Bangalore,445300,K,India,KA,12.9506,77.6445,MP1,12.925453,77.546761
East,Painkiller,3900,2024-08,Bangalore,390000,K,India,KA,12.9506,77.6445,MP1,12.925453,77.546761
East,Painkiller,2555,2024-07,Bangalore,255500,K,India,KA,12.9506,77.6445,MP2,12.98005,77.67971
East,Painkiller,3124,2024-08,Bangalore,312400,K,India,KA,12.9506,77.6445,MP2,12.98005,77.67971
East,Painkiller,5356,2024-07,Bangalore,535600,A,India,KA,12.9716,77.5946,MP1,12.925453,77.546761
East,Painkiller,3124,2024-08,Bangalore,312400,A,India,KA,12.9716,77.5946,MP1,12.925453,77.546761
East,Painkiller,4325,2024-06,Bangalore,432500,A,India,KA,12.9716,77.5946,MP2,12.98005,77.67971
North,Painkiller,4255,2024-06,Bangalore,425500,D,India,MH,12.935,77.6101,MP1,12.925453,77.546761
East,Painkiller,4325,2023-11,Bangalore,432500,K,India,KA,12.9506,77.6445,MP2,12.98005,77.67971
East,Painkiller,2555,2023-12,Bangalore,255500,K,India,KA,12.9506,77.6445,MP2,12.98005,77.67971
East,Painkiller,3124,2023-05,Bangalore,312400,K,India,KA,12.9506,77.6445,MP2,12.98005,77.67971
South,Antibiotic,5325,2024-05,Bangalore,639000,B,India,KA,12.9279,77.6271,MP2,12.98005,77.67971
East,Antibiotic,5325,2023-05,Bangalore,639000,A,India,KA,12.9716,77.5946,MP1,12.925453,77.546761
South,Antibiotic,2900,2024-06,Bangalore,348000,B,India,KA,12.9279,77.6271,MP2,12.98005,77.67971
East,Antibiotic,1423,2023-10,Bangalore,170760,A,India,KA,12.9716,77.5946,MP2,12.98005,77.67971
North,Antibiotic,500,2024-01,Bangalore,60000,D,India,KA,12.935,77.6101,MP2,12.98005,77.67971
East,Antibiotic,2300,2024-01,Bangalore,276000,A,India,KA,12.9716,77.5946,MP1,12.925453,77.546761
West,Antibiotic,1500,2024-01,Bangalore,180000,C,India,MH,12.95184,77.699577,MP2,12.98005,77.67971
East,Antibiotic,5325,2023-11,Bangalore,639000,A,India,KA,12.9716,77.5946,MP2,12.98005,77.67971
South,Antibiotic,1900,2024-02,Bangalore,228000,B,India,MH,12.9279,77.6271,MP1,12.925453,77.546761
East,Antibiotic,500,2024-01,Bangalore,60000,H,India,KA,12.971891,77.641151,MP2,12.98005,77.67971
South,Antibiotic,2300,2024-02,Bangalore,276000,H,India,KA,12.971891,77.641151,MP2,12.98005,77.67971
East,Antibiotic,3253,2024-02,Bangalore,390360,A,India,KA,12.9716,77.5946,MP2,12.98005,77.67971
East,Antibiotic,1900,2024-02,Bangalore,228000,A,India,KA,12.9716,77.5946,MP1,12.925453,77.546761
East,Antibiotic,6413,2024-03,Bangalore,769560,A,India,KA,12.9716,77.5946,MP2,12.98005,77.67971
East,Antibiotic,2300,2024-04,Bangalore,276000,A,India,KA,12.9716,77.5946,MP2,12.98005,77.67971
East,Antibiotic,1500,2024-05,Bangalore,180000,A,India,KA,12.9716,77.5946,MP2,12.98005,77.67971
East,Antibiotic,2331,2024-06,Bangalore,279720,A,India,KA,12.9716,77.5946,MP2,12.98005,77.67971
East,Antibiotic,500,2024-07,Bangalore,60000,A,India,KA,12.9716,77.5946,MP2,12.98005,77.67971
East,Antibiotic,2900,2024-03,Bangalore,348000,A,India,KA,12.9716,77.5946,MP1,12.925453,77.546761
East,Antibiotic,1400,2024-08,Bangalore,168000,A,India,KA,12.9716,77.5946,MP2,12.98005,77.67971
East,Antibiotic,2900,2024-07,Bangalore,348000,A,India,KA,12.9716,77.5946,MP1,12.925453,77.546761
East,Antibiotic,500,2024-06,Bangalore,60000,A,India,KA,12.9716,77.5946,MP1,12.925453,77.546761
South,Antibiotic,5325,2024-01,Bangalore,639000,B,India,KA,12.9279,77.6271,MP1,12.925453,77.546761
South,Antibiotic,1423,2024-07,Bangalore,170760,B,India,KA,12.9279,77.6271,MP2,12.98005,77.67971
South,Antibiotic,2300,2024-08,Bangalore,276000,B,India,KA,12.9279,77.6271,MP2,12.98005,77.67971
South,Antibiotic,5325,2024-03,Bangalore,639000,B,India,KA,12.9279,77.6271,MP1,12.925453,77.546761
South,Antibiotic,3253,2023-11,Bangalore,390360,B,India,KA,12.9279,77.6271,MP2,12.98005,77.67971
South,Antibiotic,1900,2023-09,Bangalore,228000,B,India,KA,12.9279,77.6271,MP2,12.98005,77.67971
South,Antibiotic,1400,2024-05,Bangalore,168000,B,India,KA,12.9279,77.6271,MP1,12.925453,77.546761
South,Antibiotic,2300,2024-04,Bangalore,276000,B,India,KA,12.9279,77.6271,MP1,12.925453,77.546761
South,Antibiotic,500,2024-06,Bangalore,60000,B,India,KA,12.9279,77.6271,MP1,12.925453,77.546761
East,Antibiotic,5325,2024-03,Bangalore,639000,H,India,KA,12.971891,77.641151,MP2,12.98005,77.67971
East,Antibiotic,1423,2024-05,Bangalore,170760,H,India,KA,12.971891,77.641151,MP2,12.98005,77.67971
East,Antibiotic,2300,2024-04,Bangalore,276000,H,India,KA,12.971891,77.641151,MP2,12.98005,77.67971
East,Antibiotic,3253,2024-06,Bangalore,390360,H,India,KA,12.971891,77.641151,MP2,12.98005,77.67971
East,Antibiotic,1900,2024-07,Bangalore,228000,A,India,KA,12.9716,77.5946,MP1,12.925453,77.546761
East,Antibiotic,6413,2024-01,Bangalore,769560,H,India,KA,12.971891,77.641151,MP1,12.925453,77.546761
East,Antibiotic,2300,2024-02,Bangalore,276000,H,India,KA,12.971891,77.641151,MP1,12.925453,77.546761
East,Antibiotic,1500,2024-07,Bangalore,180000,H,India,KA,12.971891,77.641151,MP2,12.98005,77.67971
East,Antibiotic,2331,2024-08,Bangalore,279720,H,India,KA,12.971891,77.641151,MP2,12.98005,77.67971
East,Antibiotic,500,2024-03,Bangalore,60000,H,India,KA,12.971891,77.641151,MP1,12.925453,77.546761
East,Antibiotic,500,2024-04,Bangalore,60000,H,India,KA,12.971891,77.641151,MP1,12.925453,77.546761
North,Antibiotic,5325,2024-01,Bangalore,639000,D,India,KA,12.935,77.6101,MP1,12.925453,77.546761
North,Antibiotic,1423,2024-02,Bangalore,170760,D,India,KA,12.935,77.6101,MP2,12.98005,77.67971
North,Antibiotic,1500,2024-03,Bangalore,180000,D,India,KA,12.935,77.6101,MP2,12.98005,77.67971
North,Antibiotic,5325,2024-02,Bangalore,639000,D,India,KA,12.935,77.6101,MP1,12.925453,77.546761
North,Antibiotic,3253,2024-04,Bangalore,390360,D,India,KA,12.935,77.6101,MP2,12.98005,77.67971
North,Antibiotic,2331,2024-05,Bangalore,279720,D,India,KA,12.935,77.6101,MP2,12.98005,77.67971
North,Antibiotic,2900,2024-04,Bangalore,348000,D,India,KA,12.935,77.6101,MP1,12.925453,77.546761
North,Antibiotic,2300,2024-06,Bangalore,276000,D,India,KA,12.935,77.6101,MP2,12.98005,77.67971
North,Antibiotic,1500,2024-07,Bangalore,180000,D,India,KA,12.935,77.6101,MP2,12.98005,77.67971
North,Antibiotic,2331,2024-08,Bangalore,279720,D,India,KA,12.935,77.6101,MP2,12.98005,77.67971
North,Antibiotic,1400,2024-03,Bangalore,168000,D,India,KA,12.935,77.6101,MP1,12.925453,77.546761
North,Antibiotic,3253,2024-05,Bangalore,390360,D,India,KA,12.935,77.6101,MP1,12.925453,77.546761
North,Antibiotic,1500,2023-10,Bangalore,180000,D,India,KA,12.935,77.6101,MP1,12.925453,77.546761
West,Antibiotic,500,2023-01,Bangalore,60000,C,India,KA,12.95184,77.699577,MP2,12.98005,77.67971
West,Antibiotic,2900,2024-01,Bangalore,348000,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Antibiotic,1400,2024-03,Bangalore,168000,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Antibiotic,2900,2024-04,Bangalore,348000,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Antibiotic,500,2024-02,Bangalore,60000,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Antibiotic,1500,2024-05,Bangalore,180000,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Antibiotic,1500,2024-08,Bangalore,180000,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Antibiotic,2900,2023-01,Bangalore,348000,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Antibiotic,2300,2024-06,Bangalore,276000,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
West,Antibiotic,2900,2024-07,Bangalore,348000,C,India,KA,12.95184,77.699577,MP1,12.925453,77.546761
